ポケモン名,タイプ1,タイプ2,H,A,B,C,D,S,とくせい1,とくせい2,とくせい3,ポケ徹ID,ポケ徹リンク種別
ジガルデ(50%),ドラゴン,じめん,108,100,121,81,95,95,スワームチェンジ,,,n718,species
ジガルデ(パーフェクト),ドラゴン,じめん,216,100,121,91,95,85,スワームチェンジ,,,n718c,exact
ディアンシー,いわ,フェアリー,50,100,150,100,150,50,クリアボディ,,,n719,exact
メガディアンシー,いわ,フェアリー,50,160,110,160,110,110,マジックミラー,,,n719m,exact
フーパ,エスパー,ゴースト,80,110,60,150,130,70,マジシャン,,,n720,exact
ときはなたれしフーパ,エスパー,あく,80,160,60,170,130,80,マジシャン,,,n720u,exact
ボルケニオン,ほのお,みず,80,110,120,130,90,70,ちょすい,,,n721,exact
モクロー,くさ,ひこう,68,55,55,50,50,42,しんりょく,えんかく,,n722,exact
フクスロー,くさ,ひこう,78,75,75,70,70,52,しんりょく,えんかく,,n723,exact
ジュナイパー,くさ,ゴースト,78,107,75,100,100,70,しんりょく,えんかく,,n724,exact
ニャビー,ほのお,,45,65,40,60,40,70,もうか,いかく,,n725,exact
ニャヒート,ほのお,,65,85,50,80,50,90,もうか,いかく,,n726,exact
ガオガエン,ほのお,あく,95,115,90,80,90,60,もうか,いかく,,n727,exact
アシマリ,みず,,50,54,54,66,56,40,げきりゅう,うるおいボイス,,n728,exact
オシャマリ,みず,,60,69,69,91,81,50,げきりゅう,うるおいボイス,,n729,exact
アシレーヌ,みず,フェアリー,80,74,74,126,116,60,げきりゅう,うるおいボイス,,n730,exact
ツツケラ,ノーマル,ひこう,35,75,30,30,30,65,するどいめ,スキルリンク,ものひろい,n731,exact
ケララッパ,ノーマル,ひこう,55,85,50,40,50,75,するどいめ,スキルリンク,ものひろい,n732,exact
ドデカバシ,ノーマル,ひこう,80,120,75,75,75,60,するどいめ,スキルリンク,ちからずく,n733,exact
ヤングース,ノーマル,,48,70,30,30,30,45,はりこみ,がんじょうあご,てきおうりょく,n734,exact
デカグース,ノーマル,,88,110,60,55,60,45,はりこみ,がんじょうあご,てきおうりょく,n735,exact
デカグース(ぬし),ノーマル,,88,110,60,55,60,45,はりこみ,がんじょうあご,てきおうりょく,n735,species
アゴジムシ,むし,,47,62,45,55,45,46,むしのしらせ,,,n736,exact
デンヂムシ,むし,でんき,57,82,95,55,75,36,バッテリー,,,n737,exact
クワガノン,むし,でんき,77,70,90,145,75,43,ふゆう,,,n738,exact
クワガノン(ぬし),むし,でんき,77,70,90,145,75,43,ふゆう,,,n738,species
マケンカニ,かくとう,,47,82,57,42,47,63,かいりきバサミ,てつのこぶし,いかりのつぼ,n739,exact
ケケンカニ,かくとう,こおり,97,132,77,62,67,43,かいりきバサミ,てつのこぶし,いかりのつぼ,n740,exact
オドリドリ,ほのお,ひこう,75,70,70,98,70,93,おどりこ,,,n741,exact
オドリドリ(ぱちぱちスタイル),でんき,ひこう,75,70,70,98,70,93,おどりこ,,,n741p,exact
オドリドリ(ふらふらスタイル),エスパー,ひこう,75,70,70,98,70,93,おどりこ,,,n741f,exact
オドリドリ(まいまいスタイル),ゴースト,ひこう,75,70,70,98,70,93,おどりこ,,,n741m,exact
アブリー,むし,フェアリー,40,45,40,55,40,84,みつあつめ,りんぷん,スイートベール,n742,exact
アブリボン,むし,フェアリー,60,55,60,95,70,124,みつあつめ,りんぷん,スイートベール,n743,exact
アブリボン(ぬし),むし,フェアリー,60,55,60,95,70,124,みつあつめ,りんぷん,スイートベール,n743,species
イワンコ,いわ,,45,65,40,30,40,60,するどいめ,やるき,ふくつのこころ,n744,exact
イワンコ(マイペース),いわ,,45,65,40,30,40,60,マイペース,,,n744,species
ルガルガン,いわ,,75,115,65,55,65,112,するどいめ,すなかき,ふくつのこころ,n745,exact
アヤシシ,ノーマル,エスパー,103,105,72,105,75,65,いかく,おみとおし,そうしょく,n899,exact
ルガルガン(まよなか),いわ,,85,115,75,55,75,82,するどいめ,やるき,ノーガード,n745f,exact
バサギリ,むし,いわ,70,135,95,45,70,85,むしのしらせ,ちからずく,きれあじ,n900,exact
ルガルガン(たそがれ),いわ,,75,117,65,55,65,110,かたいツメ,,,n745d,exact
ヨワシ,みず,,45,20,20,25,25,40,ぎょぐん,,,n746,exact
ガチグマ,じめん,ノーマル,130,140,105,45,80,50,こんじょう,ぼうだん,きんちょうかん,n901,exact
イダイトウ,みず,ゴースト,120,112,65,80,75,78,すいすい,てきおうりょく,かたやぶり,n902,exact
ヨワシ(むれた),みず,,45,140,130,140,135,30,ぎょぐん,,,n746f,exact
ヒドイデ,どく,みず,50,53,62,43,52,45,ひとでなし,じゅうなん,さいせいりょく,n747,exact
オオニューラ,かくとう,どく,80,130,60,40,80,120,プレッシャー,かるわざ,どくしゅ,n903,exact
ドヒドイデ,どく,みず,50,63,152,53,142,35,ひとでなし,じゅうなん,さいせいりょく,n748,exact
ハリーマン,あく,どく,85,115,95,65,65,85,どくのトゲ,すいすい,いかく,n904,exact
ドロバンコ,じめん,,70,100,70,45,55,45,マイペース,じきゅうりょく,せいしんりょく,n749,exact
ラブトロス,フェアリー,ひこう,74,115,70,135,80,106,メロメロボディ,あまのじゃく,,n905,exact
バンバドロ,じめん,,100,125,100,55,85,35,マイペース,じきゅうりょく,せいしんりょく,n750,exact
ニャオハ,くさ,,40,61,54,45,45,65,しんりょく,へんげんじざい,,n906,exact
シズクモ,みず,むし,38,40,52,40,72,27,すいほう,ちょすい,,n751,exact
ニャローテ,くさ,,61,80,63,60,63,83,しんりょく,へんげんじざい,,n907,exact
オニシズクモ,みず,むし,68,70,92,50,132,42,すいほう,ちょすい,,n752,exact
マスカーニャ,くさ,あく,76,110,70,81,70,123,しんりょく,へんげんじざい,,n908,exact
ホゲータ,ほのお,,67,45,59,63,40,36,もうか,てんねん,,n909,exact
オニシズクモ(ぬし),みず,むし,68,70,92,50,132,42,すいほう,ちょすい,,n752,species
カリキリ,くさ,,40,55,35,50,35,35,リーフガード,あまのじゃく,,n753,exact
アチゲータ,ほのお,,81,55,78,90,58,49,もうか,てんねん,,n910,exact
ラランテス,くさ,,70,105,90,80,90,45,リーフガード,あまのじゃく,,n754,exact
ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,もうか,てんねん,,n911,exact
クワッス,みず,,55,65,45,50,45,50,げきりゅう,じしんかじょう,,n912,exact
ラランテス(ぬし),くさ,,70,105,90,80,90,45,リーフガード,あまのじゃく,,n754,species
ネマシュ,くさ,フェアリー,40,35,55,65,75,15,はっこう,ほうし,あめうけざら,n755,exact
ウェルカモ,みず,,70,85,65,65,60,65,げきりゅう,じしんかじょう,,n913,exact
マシェード,くさ,フェアリー,60,45,80,90,100,30,はっこう,ほうし,あめうけざら,n756,exact
ウェーニバル,みず,かくとう,85,120,80,85,75,85,げきりゅう,じしんかじょう,,n914,exact
ヤトウモリ,どく,ほのお,48,44,40,71,40,77,ふしょく,どんかん,,n757,exact
グルトン,ノーマル,,54,45,40,35,45,35,アロマベール,くいしんぼう,あついしぼう,n915,exact
エンニュート,どく,ほのお,68,64,60,111,60,117,ふしょく,どんかん,,n758,exact
パフュートン,ノーマル,,110,100,75,59,80,65,とれないにおい,くいしんぼう,あついしぼう,n916,exact
ノココッチ,ノーマル,,125,100,80,85,75,55,てんのめぐみ,にげあし,びびり,n917,exact
エンニュート(ぬし),どく,ほのお,68,64,60,111,60,117,ふしょく,どんかん,,n758,species
ヌイコグマ,ノーマル,かくとう,70,75,50,45,50,50,もふもふ,ぶきよう,メロメロボディ,n759,exact
タマンチュラ,むし,,35,41,45,29,40,20,ふみん,はりこみ,,n918,exact
キテルグマ,ノーマル,かくとう,120,125,80,55,60,60,もふもふ,ぶきよう,きんちょうかん,n760,exact
ワナイダー,むし,,60,79,92,52,86,35,ふみん,はりこみ,,n919,exact
アマカジ,くさ,,42,30,38,30,38,32,リーフガード,どんかん,スイートベール,n761,exact
マメバッタ,むし,,33,46,40,21,25,45,むしのしらせ,いろめがね,,n920,exact
アママイコ,くさ,,52,40,48,40,48,62,リーフガード,どんかん,スイートベール,n762,exact
エクスレッグ,むし,あく,71,102,78,52,55,92,むしのしらせ,いろめがね,,n921,exact
アマージョ,くさ,,72,120,98,50,98,72,リーフガード,じょおうのいげん,スイートベール,n763,exact
シガロコ,むし,,41,50,60,31,58,30,ふくがん,だっぴ,,n922,exact
キュワワー,フェアリー,,51,52,90,82,110,100,フラワーベール,ヒーリングシフト,しぜんかいふく,n764,exact
ベラカス,むし,エスパー,75,50,85,115,100,45,シンクロ,テレパシー,,n923,exact
ヤレユータン,ノーマル,エスパー,90,60,80,90,110,60,せいしんりょく,テレパシー,きょうせい,n765,exact
ボチ,ゴースト,,50,61,60,30,55,34,ものひろい,もふもふ,,n924,exact
ナゲツケサル,かくとう,,100,120,90,40,60,80,レシーバー,まけんき,,n766,exact
ハカドッグ,ゴースト,,72,101,100,50,97,68,すなかき,もふもふ,,n925,exact
コソクムシ,むし,みず,25,35,40,20,30,80,にげごし,,,n767,exact
ヒラヒナ,エスパー,,30,35,30,55,30,75,きけんよち,おみとおし,かそく,n926,exact
グソクムシャ,むし,みず,75,125,140,60,90,40,ききかいひ,,,n768,exact
クエスパトラ,エスパー,,95,60,60,101,60,105,びんじょう,おみとおし,かそく,n927,exact
スナバァ,ゴースト,じめん,55,55,80,70,45,15,みずがため,すながくれ,,n769,exact
リキキリン,ノーマル,エスパー,120,90,70,110,70,60,はんすう,テイルアーマー,そうしょく,n928,exact
シロデスナ,ゴースト,じめん,85,75,110,100,75,35,みずがため,すながくれ,,n770,exact
ウミディグダ,みず,,10,55,25,35,25,95,ぬめぬめ,びびり,すながくれ,n929,exact
ナマコブシ,みず,,55,60,130,30,130,5,とびだすなかみ,てんねん,,n771,exact
ウミトリオ,みず,,35,100,50,50,70,120,ぬめぬめ,びびり,すながくれ,n930,exact
タイプ:ヌル,ノーマル,,95,95,95,95,95,59,カブトアーマー,,,n772,exact
ヘイラッシャ,みず,,150,100,115,65,65,35,てんねん,どんかん,みずのベール,n931,exact
シルヴァディ,ノーマル,,95,95,95,95,95,95,ARシステム,,,n773,exact
ミガルーサ,みず,エスパー,90,102,73,78,65,70,かたやぶり,きれあじ,,n932,exact
メテノ,いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,exact
ナミイルカ,みず,,70,45,40,45,40,75,みずのベール,,,n933,exact
イルカマン,みず,,100,70,72,53,62,100,マイティチェンジ,,,n934,exact
メテノ(だいだいいろ・りゅうせい),いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,species
ミニーブ,くさ,ノーマル,41,35,45,58,51,30,はやおき,しゅうかく,,n935,exact
メテノ(きいろ・りゅうせい),いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,species
オリーニョ,くさ,ノーマル,52,53,60,78,78,33,はやおき,しゅうかく,,n936,exact
メテノ(みどりいろ・りゅうせい),いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,species
オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,こぼれダネ,しゅうかく,,n937,exact
メテノ(みずいろ・りゅうせい),いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,species
カプサイジ,くさ,,50,62,40,62,40,50,ようりょくそ,ふみん,ぶきよう,n938,exact
メテノ(あおいろ・りゅうせい),いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,species
スコヴィラン,くさ,ほのお,65,108,65,108,65,75,ようりょくそ,ふみん,ムラっけ,n939,exact
メテノ(むらさきいろ・りゅうせい),いわ,ひこう,60,60,100,60,100,60,リミットシールド,,,n774,species
ズピカ,でんき,,61,31,41,59,35,45,マイペース,せいでんき,しめりけ,n940,exact
メテノ(あかいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774f,exact
ハラバリー,でんき,,109,64,91,103,83,45,でんきにかえる,せいでんき,しめりけ,n941,exact
メテノ(だいだいいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774,species
ブロロン,はがね,どく,45,70,63,30,45,47,ぼうじん,スロースタート,,n942,exact
メテノ(きいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774,species
ブロロローム,はがね,どく,80,119,90,54,67,90,ぼうじん,フィルター,,n943,exact
メテノ(みどりいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774,species
ミミズズ,はがね,,70,85,145,60,55,65,どしょく,すながくれ,,n944,exact
メテノ(みずいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774,species
ワッカネズミ,ノーマル,,50,50,45,40,45,75,にげあし,ものひろい,マイペース,n945,exact
メテノ(あおいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774,species
イッカネズミ,ノーマル,,74,75,70,65,75,111,フレンドガード,ほおぶくろ,テクニシャン,n946,exact
メテノ(むらさきいろ),いわ,ひこう,60,100,60,100,60,120,リミットシールド,,,n774,species
ネッコアラ,ノーマル,,65,115,65,75,95,65,ぜったいねむり,,,n775,exact
アルクジラ,こおり,,108,68,45,30,40,43,あついしぼう,ゆきがくれ,ちからずく,n947,exact
バクガメス,ほのお,ドラゴン,60,78,135,91,85,36,シェルアーマー,,,n776,exact
ハルクジラ,こおり,,170,113,65,45,55,73,あついしぼう,ゆきかき,ちからずく,n948,exact
トゲデマル,でんき,はがね,65,98,63,40,73,96,てつのトゲ,ひらいしん,がんじょう,n777,exact
セビエ,ドラゴン,こおり,65,75,45,35,45,55,ねつこうかん,アイスボディ,,n949,exact
セゴール,ドラゴン,こおり,90,95,66,45,65,62,ねつこうかん,アイスボディ,,n950,exact
トゲデマル(ぬし),でんき,はがね,65,98,63,40,73,96,てつのトゲ,ひらいしん,がんじょう,n777,species
ミミッキュ,ゴースト,フェアリー,55,90,80,50,105,96,ばけのかわ,,,n778,exact
セグレイブ,ドラゴン,こおり,115,145,92,75,86,87,ねつこうかん,アイスボディ,,n951,exact
シャリタツ,ドラゴン,みず,68,50,60,120,95,82,しれいとう,よびみず,,n952,exact
ミミッキュ(ばれた),ゴースト,フェアリー,55,90,80,50,105,96,ばけのかわ,,,n778,species
モトトカゲ,ドラゴン,ノーマル,70,95,65,85,65,121,だっぴ,さいせいりょく,,n953,exact
ミミッキュ(ぬし・ばけた),ゴースト,フェアリー,55,90,80,50,105,96,ばけのかわ,,,n778,species
パモ,でんき,,45,50,20,40,25,60,せいでんき,しぜんかいふく,てつのこぶし,n954,exact
ミミッキュ(ぬし・ばれた),ゴースト,フェアリー,55,90,80,50,105,96,ばけのかわ,,,n778,species
ハギギシリ,みず,エスパー,68,105,70,70,70,92,ビビッドボディ,がんじょうあご,ミラクルスキン,n779,exact
パモット,でんき,かくとう,60,75,40,50,40,85,ちくでん,しぜんかいふく,てつのこぶし,n955,exact
ジジーロン,ノーマル,ドラゴン,78,60,85,135,91,36,ぎゃくじょう,そうしょく,ノーてんき,n780,exact
パーモット,でんき,かくとう,70,115,70,70,60,105,ちくでん,しぜんかいふく,てつのこぶし,n956,exact
ダダリン,ゴースト,くさ,70,131,100,86,90,40,はがねつかい,,,n781,exact
カイデン,でんき,ひこう,40,40,35,55,40,70,ふうりょくでんき,ちくでん,かちき,n957,exact
ジャラコ,ドラゴン,,45,55,65,45,45,45,ぼうだん,ぼうおん,ぼうじん,n782,exact
タイカイデン,でんき,ひこう,70,70,60,105,60,125,ふうりょくでんき,ちくでん,かちき,n958,exact
ジャランゴ,ドラゴン,かくとう,55,75,90,65,70,65,ぼうだん,ぼうおん,ぼうじん,n783,exact
オトシドリ,ひこう,あく,70,103,85,60,85,82,はとむね,するどいめ,いわはこび,n959,exact
ジャラランガ,ドラゴン,かくとう,75,110,125,100,105,85,ぼうだん,ぼうおん,ぼうじん,n784,exact
イキリンコ,ノーマル,ひこう,82,96,51,45,51,92,いかく,はりきり,こんじょう,n960,exact
カラミンゴ,ひこう,かくとう,82,115,74,75,64,90,きもったま,ちどりあし,きょうえん,n961,exact
ジャラランガ(ぬし),ドラゴン,かくとう,75,110,125,100,105,85,ぼうだん,ぼうおん,ぼうじん,n784,species
カプ・コケコ,でんき,フェアリー,70,115,85,95,75,130,エレキメイカー,テレパシー,,n785,exact
ガケガニ,いわ,,70,100,115,35,55,75,いかりのこうら,シェルアーマー,さいせいりょく,n962,exact
カプ・テテフ,エスパー,フェアリー,70,85,75,130,115,95,サイコメイカー,テレパシー,,n786,exact
コジオ,いわ,,55,55,75,35,35,25,きよめのしお,がんじょう,クリアボディ,n963,exact
カプ・ブルル,くさ,フェアリー,70,130,115,85,95,75,グラスメイカー,テレパシー,,n787,exact
ジオヅム,いわ,,60,60,100,35,65,35,きよめのしお,がんじょう,クリアボディ,n964,exact
カプ・レヒレ,みず,フェアリー,70,75,115,95,130,85,ミストメイカー,テレパシー,,n788,exact
キョジオーン,いわ,,100,100,130,45,90,35,きよめのしお,がんじょう,クリアボディ,n965,exact
コスモッグ,エスパー,,43,29,31,29,31,37,てんねん,,,n789,exact
キラーメ,いわ,どく,48,35,42,105,60,60,どくげしょう,ふしょく,,n966,exact
コスモウム,エスパー,,43,29,131,29,131,37,がんじょう,,,n790,exact
キラフロル,いわ,どく,83,55,90,130,81,86,どくげしょう,ふしょく,,n967,exact
ソルガレオ,エスパー,はがね,137,137,107,113,89,97,メタルプロテクト,,,n791,exact
シルシュルー,どく,ノーマル,40,65,35,40,35,75,かるわざ,わるいてぐせ,いたずらごころ,n968,exact
ルナアーラ,エスパー,ゴースト,137,113,89,137,107,97,ファントムガード,,,n792,exact
タギングル,どく,ノーマル,63,95,65,80,72,110,かるわざ,どくしゅ,いたずらごころ,n969,exact
ウツロイド,いわ,どく,109,53,47,127,131,103,ビーストブースト,,,n793,exact
パピモッチ,フェアリー,,37,55,70,30,55,65,マイペース,ぶきよう,,n970,exact
マッシブーン,むし,かくとう,107,139,139,53,53,79,ビーストブースト,,,n794,exact
バウッツェル,フェアリー,,57,80,115,50,80,95,こんがりボディ,アロマベール,,n971,exact
フェローチェ,むし,かくとう,71,137,37,137,37,151,ビーストブースト,,,n795,exact
オラチフ,あく,,60,78,60,40,51,51,いかく,にげあし,はりこみ,n972,exact
デンジュモク,でんき,,83,89,71,173,71,83,ビーストブースト,,,n796,exact
マフィティフ,あく,,80,120,90,60,70,85,いかく,ばんけん,はりこみ,n973,exact
テッカグヤ,はがね,ひこう,97,101,103,107,101,61,ビーストブースト,,,n797,exact
アノクサ,くさ,ゴースト,40,65,30,45,35,60,かぜのり,すりぬけ,,n974,exact
カミツルギ,くさ,はがね,59,181,131,59,31,109,ビーストブースト,,,n798,exact
アノホラグサ,くさ,ゴースト,55,115,70,80,70,90,かぜのり,すりぬけ,,n975,exact
アクジキング,あく,ドラゴン,223,101,53,97,53,43,ビーストブースト,,,n799,exact
コレクレー,ゴースト,,45,30,70,75,70,10,びびり,,,n976,exact
ネクロズマ,エスパー,,97,107,101,127,89,79,プリズムアーマー,,,n800,exact
サーフゴー,はがね,ゴースト,87,60,95,133,91,84,おうごんのからだ,,,n977,exact
イダイナキバ,じめん,かくとう,115,131,131,53,53,87,こだいかっせい,,,n978,exact
ネクロズマ(たそがれのたてがみ),エスパー,はがね,97,157,127,113,109,77,プリズムアーマー,,,n800s,exact
アラブルタケ,くさ,あく,111,127,99,79,99,55,こだいかっせい,,,n979,exact
ネクロズマ(あかつきのつばさ),エスパー,ゴースト,97,113,109,157,127,77,プリズムアーマー,,,n800m,exact
ウルトラネクロズマ,エスパー,ドラゴン,97,167,97,167,97,129,ブレインフォース,,,n800u,exact
マギアナ,はがね,フェアリー,80,95,115,130,115,65,ソウルハート,,,n801,exact
スナノケガワ,でんき,じめん,85,81,97,121,85,101,こだいかっせい,,,n981,exact
サケブシッポ,フェアリー,エスパー,115,65,99,65,115,111,こだいかっせい,,,n982,exact
マギアナ(500ねんまえのいろ),はがね,フェアリー,80,95,115,130,115,65,ソウルハート,,,n801,species
マーシャドー,かくとう,ゴースト,90,125,80,90,90,125,テクニシャン,,,n802,exact
ハバタクカミ,ゴースト,フェアリー,55,55,55,135,135,135,こだいかっせい,,,n983,exact
ベベノム,どく,,67,73,67,73,67,73,ビーストブースト,,,n803,exact
チヲハウハネ,むし,かくとう,85,135,79,85,105,81,こだいかっせい,,,n984,exact
アーゴヨン,どく,ドラゴン,73,73,73,127,73,121,ビーストブースト,,,n804,exact
トドロクツキ,ドラゴン,あく,105,139,71,55,101,119,こだいかっせい,,,n985,exact
ツンデツンデ,いわ,はがね,61,131,211,53,101,13,ビーストブースト,,,n805,exact
テツノワダチ,じめん,はがね,90,112,120,72,70,106,クォークチャージ,,,n986,exact
ズガドーン,ほのお,ゴースト,53,127,53,151,79,107,ビーストブースト,,,n806,exact
ゼラオラ,でんき,,88,112,75,102,80,143,ちくでん,,,n807,exact
テツノドクガ,ほのお,どく,80,70,60,140,110,110,クォークチャージ,,,n988,exact
メルタン,はがね,,46,65,65,55,35,34,じりょく,,,n808,exact
テツノカイナ,かくとう,でんき,154,140,108,50,68,50,クォークチャージ,,,n989,exact
メルメタル,はがね,,135,143,143,80,65,34,てつのこぶし,,,n809,exact
テツノコウベ,あく,ひこう,94,80,86,122,80,108,クォークチャージ,,,n990,exact
サルノリ,くさ,,50,65,50,40,40,65,しんりょく,グラスメイカー,,n810,exact
テツノイバラ,いわ,でんき,100,134,110,70,84,72,クォークチャージ,,,n991,exact
バチンキー,くさ,,70,85,70,55,60,80,しんりょく,グラスメイカー,,n811,exact
テツノツツミ,こおり,みず,56,80,114,124,60,136,クォークチャージ,,,n992,exact
ゴリランダー,くさ,,100,125,90,60,70,85,しんりょく,グラスメイカー,,n812,exact
テツノブジン,フェアリー,かくとう,74,130,90,120,60,116,クォークチャージ,,,n993,exact
ヒバニー,ほのお,,50,71,40,40,40,69,もうか,リベロ,,n813,exact
ディンルー,あく,じめん,155,110,125,55,80,45,わざわいのうつわ,,,n994,exact
ラビフット,ほのお,,65,86,60,55,60,94,もうか,リベロ,,n814,exact
パオジアン,あく,こおり,80,120,80,90,65,135,わざわいのつるぎ,,,n995,exact
エースバーン,ほのお,,80,116,75,65,75,119,もうか,リベロ,,n815,exact
チオンジェン,あく,くさ,85,85,100,95,135,70,わざわいのおふだ,,,n996,exact
メッソン,みず,,50,40,40,70,40,70,げきりゅう,スナイパー,,n816,exact
イーユイ,あく,ほのお,55,80,80,135,120,100,わざわいのたま,,,n997,exact
ジメレオン,みず,,65,60,55,95,55,90,げきりゅう,スナイパー,,n817,exact
コライドン,かくとう,ドラゴン,100,135,115,85,100,135,ひひいろのこどう,,,n998,exact
インテレオン,みず,,70,85,65,125,65,120,げきりゅう,スナイパー,,n818,exact
ミライドン,でんき,ドラゴン,100,85,100,135,115,135,ハドロンエンジン,,,n999,exact
ホシガリス,ノーマル,,70,55,55,35,35,25,ほおぶくろ,くいしんぼう,,n819,exact
カヌチャン,フェアリー,はがね,50,45,45,35,64,58,かたやぶり,マイペース,わるいてぐせ,n1000,exact
ヨクバリス,ノーマル,,120,95,95,55,75,20,ほおぶくろ,くいしんぼう,,n820,exact
ナカヌチャン,フェアリー,はがね,65,55,55,45,82,78,かたやぶり,マイペース,わるいてぐせ,n1001,exact
ココガラ,ひこう,,38,47,35,33,35,57,するどいめ,きんちょうかん,はとむね,n821,exact
デカヌチャン,フェアリー,はがね,85,75,77,70,105,94,かたやぶり,マイペース,わるいてぐせ,n1002,exact
アオガラス,ひこう,,68,67,55,43,55,77,するどいめ,きんちょうかん,はとむね,n822,exact
カルボウ,ほのお,,40,50,40,50,40,35,もらいび,ほのおのからだ,,n1003,exact
アーマーガア,ひこう,はがね,98,87,105,53,85,67,プレッシャー,きんちょうかん,ミラーアーマー,n823,exact
グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,もらいび,くだけるよろい,,n1004,exact
サッチムシ,むし,,25,20,20,25,45,45,むしのしらせ,ふくがん,テレパシー,n824,exact
ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,もらいび,くだけるよろい,,n1005,exact
レドームシ,むし,エスパー,50,35,80,50,90,30,むしのしらせ,ふくがん,テレパシー,n825,exact
ノノクラゲ,じめん,くさ,40,40,35,50,100,70,きんしのちから,,,n1006,exact
イオルブ,むし,エスパー,60,45,110,80,120,90,むしのしらせ,おみとおし,テレパシー,n826,exact
リククラゲ,じめん,くさ,80,70,65,80,120,100,きんしのちから,,,n1007,exact
クスネ,あく,,40,28,28,47,52,50,にげあし,かるわざ,はりこみ,n827,exact
ドドゲザン,あく,はがね,100,135,120,60,85,50,まけんき,そうだいしょう,プレッシャー,n1008,exact
フォクスライ,あく,,70,58,58,87,92,90,にげあし,かるわざ,はりこみ,n828,exact
ドオー,どく,じめん,130,75,60,45,100,20,どくのトゲ,ちょすい,てんねん,n1009,exact
ヒメンカ,くさ,,40,40,60,40,60,10,わたげ,さいせいりょく,ほうし,n829,exact
コノヨザル,かくとう,ゴースト,110,115,80,50,90,90,やるき,せいしんりょく,まけんき,n1010,exact
ワタシラガ,くさ,,60,50,90,80,120,60,わたげ,さいせいりょく,ほうし,n830,exact
ウールー,ノーマル,,42,40,55,40,45,48,もふもふ,にげあし,ぼうだん,n831,exact
バイウールー,ノーマル,,72,80,100,60,90,88,もふもふ,ふくつのこころ,ぼうだん,n832,exact
カムカメ,みず,,50,64,50,38,38,44,がんじょうあご,シェルアーマー,すいすい,n833,exact
カジリガメ,みず,いわ,90,115,90,48,68,74,がんじょうあご,シェルアーマー,すいすい,n834,exact
ワンパチ,でんき,,59,45,50,40,50,26,たまひろい,びびり,,n835,exact
パルスワン,でんき,,69,90,60,90,60,121,がんじょうあご,かちき,,n836,exact
タンドン,いわ,,30,40,50,40,50,30,じょうききかん,たいねつ,もらいび,n837,exact
トロッゴン,いわ,ほのお,80,60,90,60,70,50,じょうききかん,ほのおのからだ,もらいび,n838,exact
セキタンザン,いわ,ほのお,110,80,120,80,90,30,じょうききかん,ほのおのからだ,もらいび,n839,exact
カジッチュ,くさ,ドラゴン,40,40,80,40,40,20,じゅくせい,くいしんぼう,ぼうだん,n840,exact
アップリュー,くさ,ドラゴン,70,110,80,95,60,70,じゅくせい,くいしんぼう,はりきり,n841,exact
タルップル,くさ,ドラゴン,110,85,80,100,80,30,じゅくせい,くいしんぼう,あついしぼう,n842,exact
スナヘビ,じめん,,52,57,75,35,50,46,すなはき,だっぴ,すながくれ,n843,exact
サダイジャ,じめん,,72,107,125,65,70,71,すなはき,だっぴ,すながくれ,n844,exact
ウッウ,ひこう,みず,70,85,55,85,95,85,うのミサイル,,,n845,exact
ウッウ(うのみ),ひこう,みず,70,85,55,85,95,85,うのミサイル,,,n845,species
ウッウ(まるのみ),ひこう,みず,70,85,55,85,95,85,うのミサイル,,,n845,species
サシカマス,みず,,41,63,40,40,30,66,すいすい,スクリューおびれ,,n846,exact
カマスジョー,みず,,61,123,60,60,50,136,すいすい,スクリューおびれ,,n847,exact
エレズン,でんき,どく,40,38,35,54,35,40,びびり,せいでんき,ぶきよう,n848,exact
ストリンダー,でんき,どく,75,98,70,114,70,75,パンクロック,プラス,テクニシャン,n849,exact
ストリンダー(ローな),でんき,どく,75,98,70,114,70,75,パンクロック,マイナス,テクニシャン,n849f,exact
ヤクデ,ほのお,むし,50,65,45,50,50,45,もらいび,しろいけむり,ほのおのからだ,n850,exact
マルヤクデ,ほのお,むし,100,115,65,90,90,65,もらいび,しろいけむり,ほのおのからだ,n851,exact
タタッコ,かくとう,,50,68,60,50,50,32,じゅうなん,テクニシャン,,n852,exact
オトスパス,かくとう,,80,118,90,70,80,42,じゅうなん,テクニシャン,,n853,exact
ヤバチャ,ゴースト,,40,45,45,74,54,50,くだけるよろい,のろわれボディ,,n854,exact
ポットデス,ゴースト,,60,65,65,134,114,70,くだけるよろい,のろわれボディ,,n855,exact
